0.200,1.9,1.00000000e0,0.20000000
0.300,2.8,1.00000000e0,0.30000000
0.400,3.4,1.00000000e0,0.40000000
0.500,3.3,9.99200000e-1,0.49960000
0.600,3.1,9.94500000e-1,0.59670000
0.700,2.9,9.74600000e-1,0.68222000
0.800,2.6,9.17700000e-1,0.73416000
0.900,2.6,7.50500000e-1,0.67545000
1.000,2.0,5.59300000e-1,0.55930000
1.100,1.5,4.56700000e-1,0.50237000
1.200,1.8,4.07200000e-1,0.48864000
1.300,1.6,3.58100000e-1,0.46553000
